1.169149889826932593e-03 4.659168463600000041e+20
1.187849886193769995e-03 4.659144479950155284e+20
1.206549882560607181e-03 4.659120768509807821e+20
1.225249878927444584e-03 4.659097328906252452e+20
1.243949875294281769e-03 4.659074160766783980e+20
1.262649871661119172e-03 4.659051263718686065e+20
1.281349868027956357e-03 4.659028637389256131e+20
1.300049864394793760e-03 4.659006281405780460e+20
1.318749860761630945e-03 4.658984195395554509e+20
1.337449857128468348e-03 4.658962378985864561e+20
1.356149853495305533e-03 4.658940831804002796e+20
1.374849849862142936e-03 4.658919553477268603e+20
1.393549846228980121e-03 4.658898543632939090e+20
1.412249842595817524e-03 4.658877801898314957e+20
1.430949838962654926e-03 4.658857327900687073e+20
1.449649835329492112e-03 4.658837121267341066e+20
1.468349831696329297e-03 4.658817181625572393e+20
1.487049828063166700e-03 4.658797508602671923e+20
1.505749824430004102e-03 4.658778101825927250e+20
1.524449820796841288e-03 4.658758960922631209e+20
1.543149817163678474e-03 4.658740085520078602e+20
1.561849813530515876e-03 4.658721475245555712e+20
1.580549809897353278e-03 4.658703129726354719e+20
1.599249806264190464e-03 4.658685048589769114e+20
1.617949802631027867e-03 4.658667231463085179e+20
1.636649798997865052e-03 4.658649677973600993e+20
1.655349795364702455e-03 4.658632387748600873e+20
1.674049791731539640e-03 4.658615360415380275e+20
1.692749788098377043e-03 4.658598595601227448e+20
1.711449784465214445e-03 4.658582092933432607e+20
1.730149780832051631e-03 4.658565852039291208e+20
1.748849777198888816e-03 4.658549872546089533e+20
1.767549773565726219e-03 4.658534154081122386e+20
1.786249769932563621e-03 4.658518696271681290e+20
1.804949766299400807e-03 4.658503498745053184e+20
1.823649762666237992e-03 4.658488561128531558e+20
1.842349759033075395e-03 4.658473883049408594e+20
1.861049755399912797e-03 4.658459464134973850e+20
1.879749751766749983e-03 4.658445304012516229e+20
1.898449748133587169e-03 4.658431402309331845e+20
1.917149744500424571e-03 4.658417758652708946e+20
1.935849740867261973e-03 4.658404372669938401e+20
1.954549737234099159e-03 4.658391243988311081e+20
1.973249733600936778e-03 4.658378372235119821e+20
1.991949729967773964e-03 4.658365757037654835e+20
2.010649726334611150e-03 4.658353398023203717e+20
2.029349722701448335e-03 4.658341294819063235e+20
2.048049719068285521e-03 4.658329447052522291e+20
2.066749715435123140e-03 4.658317854350871101e+20
2.085449711801960326e-03 4.658306516341400535e+20
2.104149708168797511e-03 4.658295432651402772e+20
2.122849704535635131e-03 4.658284602908168028e+20
2.141549700902472316e-03 4.658274026738988483e+20
2.160249697269309502e-03 4.658263703771155005e+20
2.178949693636147121e-03 4.658253633631957811e+20
2.197649690002983873e-03 4.658243815948687114e+20
2.216349686369821492e-03 4.658234250348636406e+20
2.235049682736658678e-03 4.658224936459096556e+20
2.253749679103495863e-03 4.658215873907355812e+20
2.272449675470333483e-03 4.658207062320707666e+20
2.291149671837170668e-03 4.658198501326442332e+20
2.309849668204007854e-03 4.658190190551851991e+20
2.328549664570845473e-03 4.658182129624226202e+20
2.347249660937682225e-03 4.658174318170857800e+20
2.365949657304519844e-03 4.658166755819033723e+20
2.384649653671357464e-03 4.658159442196051395e+20
2.403349650038194216e-03 4.658152376929196442e+20
2.422049646405031835e-03 4.658145559645763011e+20
2.440749642771869021e-03 4.658138989973039350e+20
2.459449639138706206e-03 4.658132667538320916e+20
2.478149635505543825e-03 4.658126591968896614e+20
2.496849631872381011e-03 4.658120762892054036e+20
2.515549628239218197e-03 4.658115179935088640e+20
2.534249624606055816e-03 4.658109842725291950e+20
2.552949620972892568e-03 4.658104750889951560e+20
