# Simulation 4milan_5e19_Z2 
#
#temps 2.000999999999940e-11 s 
#position suivant x    480 (micron) 
#
#col 0 : vitesse (cm/s) 
#col 1 : f0 x v**2 (a. u.) 
#col 2 : m_e x f1 x v**5 / 2 (a. u.) 
#
24861416.497778	2321821.256033	-0.000001
74584249.493334	20834248.700152	-0.017523
124307082.488890	57529222.315359	-1.724253
174029915.484445	111754401.877542	-35.179298
223752748.480001	182549759.121953	-332.127573
273475581.475557	268669436.610518	-1979.498023
323198414.471113	368610199.836231	-8681.342333
372921247.466669	480645756.459917	-30560.901851
422644080.462225	602866000.847374	-91159.002570
472366913.457781	733220053.401959	-238844.595587
522089746.453336	869561812.865796	-563678.780084
571812579.448892	1009696641.401406	-1220325.978953
621535412.444448	1151427752.058754	-2456885.556735
671258245.440004	1292600889.263253	-4648568.633383
720981078.435560	1431145970.755446	-8334054.608150
770703911.431116	1565114501.342050	-14251250.115540
820426744.426672	1692711765.873363	-23368179.607608
870149577.422228	1812323052.411503	-36904003.202211
919872410.417783	1922533434.147760	-56334808.264693
969595243.413339	2022140935.424396	-83378945.862514
1019318076.408895	2110163206.835786	-119957323.041209
1069040909.404451	2185838119.931201	-168125203.615900
1118763742.400007	2248618947.213908	-229973648.617029
1168486575.395563	2298165003.302125	-307500637.012517
1218209408.391119	2334328776.353250	-402454016.876192
1267932241.386675	2357140666.560198	-516150590.411046
1317655074.382231	2366792465.177976	-649277622.072171
1367377907.377786	2363620649.126199	-801684614.545727
1417100740.373342	2348090429.135841	-972174207.417058
1466823573.368898	2320781273.125910	-1158302002.242824
1516546406.364454	2282374340.546293	-1356197421.285322
1566269239.360010	2233641932.772615	-1560423258.524216
1615992072.355566	2175438726.019278	-1763901263.581248
1665714905.351122	2108694243.404833	-1957942995.949528
1715437738.346678	2034405768.835199	-2132433877.702035
1765160571.342233	1953630726.097287	-2276216329.537739
1814883404.337789	1867477463.292679	-2377698774.318263
1864606237.333345	1777093427.642354	-2425679796.947452
1914329070.328901	1683649926.681929	-2410326763.534382
1964051903.324457	1588323069.410821	-2324198260.513092
2013774736.320013	1492271053.153981	-2163165068.453952
2063497569.315569	1396608626.390090	-1927078041.985484
2113220402.311125	1302380205.825718	-1620058475.249181
2162943235.306680	1210533613.850375	-1250343160.762857
2212666068.302236	1121896617.795954	-829689584.278484
2262388901.297792	1037158335.997080	-372419323.719328
2312111734.293348	956857141.312448	105766609.828251
2361834567.288904	881376020.967521	589038979.344579
2411557400.284460	810945565.359475	1062599867.354585
2461280233.280015	745653991.569916	1513622380.348632
2511003066.275571	685462974.582349	1931889543.368241
2560725899.271127	630227636.637890	2310104284.259049
2610448732.266683	579718862.586567	2643890481.532123
2660171565.262239	533646153.709897	2931541003.786019
2709894398.257795	491679460.037273	3173589106.771018
2759617231.253351	453468779.964769	3372284710.537293
2809340064.248907	418660720.621756	3531049818.783029
2859062897.244462	386911614.431695	3653971896.673041
2908785730.240018	357897141.941789	3745374833.477945
2958508563.235574	331318690.071766	3809487976.463876
3008231396.231130	306906866.468142	3850217327.978130
3057954229.226686	284422696.250468	3871010816.486231
3107677062.222242	263657058.480493	3874801974.884616
3157399895.217798	244428893.231532	3864012970.752397
3207122728.213354	226582645.099774	3840597844.402510
3256845561.208910	209985323.287971	3806108949.010988
3306568394.204465	194523466.854418	3761772933.523704
3356291227.200021	180100217.409686	3708566314.109544
3406014060.195577	166632627.363118	3647284160.068019
