#x  v  f0  f1x  f0*v^2  0.5*me*f1x*v^5 0.5*me*f0*v^5
0.046775 7.9217474e+09 2.3779543e-20 1.6470228e-20 1.4922634 234.02613 337.88447
0.046775 7.8902526e+09 2.3540147e-19 1.3886451e-19 14.655174 1934.2187 3278.8646
0.046775 7.8587577e+09 1.3607026e-18 7.8956573e-19 84.03709 10779.97 18577.723
0.046775 7.8272629e+09 5.7816097e-18 3.3432805e-18 354.21635 44738.58 77367.426
0.046775 7.7957681e+09 1.9384517e-17 1.1199219e-17 1178.0746 146873.04 254219.76
0.046775 7.7642732e+09 5.3364571e-17 3.0821876e-17 3217.0265 396116.46 685830.58
0.046775 7.7327784e+09 1.2391244e-16 7.1561035e-17 7409.4508 901185.53 1560459.5
0.046775 7.7012835e+09 2.4767699e-16 1.4303225e-16 14689.665 1764856.2 3056053.8
0.046775 7.6697887e+09 4.335287e-16 2.5036132e-16 25502.611 3026523.3 5240764.3
0.046775 7.6382939e+09 6.7538245e-16 3.9004001e-16 39404.198 4619029.7 7998183.4
0.046775 7.606799e+09 9.5250632e-16 5.5010295e-16 55115.246 6381363.1 11049366
0.046775 7.5753042e+09 1.2394821e-15 7.1587811e-16 71127.969 8133907.7 14083170
0.046775 7.5438093e+09 1.5201789e-15 8.7805463e-16 86511.953 9770906 16916402
0.046775 7.5123145e+09 1.7957287e-15 1.0372824e-15 101341.71 11303830 19569030
0.046775 7.4808197e+09 2.0801305e-15 1.2016341e-15 116409.64 12822655 22197102
0.046775 7.4493248e+09 2.387027e-15 1.3789731e-15 132461.95 14407882 24940300
0.046775 7.41783e+09 2.7195613e-15 1.5710886e-15 149641.69 16071072 27819096
0.046775 7.3863351e+09 3.0711347e-15 1.7741296e-15 167554.81 17766021 30754147
0.046775 7.3548403e+09 3.430499e-15 1.9815392e-15 185568.3 19423554 33626627
0.046775 7.3233455e+09 3.7825901e-15 2.1845106e-15 202865.56 20958565 36290811
0.046775 7.2918506e+09 4.1132316e-15 2.3746318e-15 218704.99 22296920 38621734
0.046775 7.2603558e+09 4.4310264e-15 2.5563874e-15 233571.66 23489619 40714924
0.046775 7.228861e+09 4.7959038e-15 2.7633594e-15 250616.81 24845429 43120084
0.046775 7.1973661e+09 5.3149168e-15 3.0553587e-15 275323.74 26877567 46754587
0.046775 7.1658713e+09 6.0759251e-15 3.4795315e-15 311997 29945085 52289826
0.046775 7.1343764e+09 7.0645758e-15 4.021848e-15 359582.15 33858330 59473838
0.046775 7.1028816e+09 8.1754696e-15 4.6133698e-15 412460.02 37988393 67320194
0.046775 7.0713868e+09 9.3437926e-15 5.206995e-15 467231.78 41934348 75249899
0.046775 7.0398919e+09 1.0641509e-14 5.8350136e-15 527394.03 45954877 83809444
0.046775 7.0083971e+09 1.2192826e-14 6.5633175e-15 598882.7 50544824 93898282
0.046775 6.9769022e+09 1.4026246e-14 7.4089566e-15 682757.9 55786616 1.0561228e+08
0.046775 6.9454074e+09 1.6087318e-14 8.3487995e-15 776031.06 61457153 1.1842191e+08
0.046775 6.9139126e+09 1.8369222e-14 9.3932035e-15 878088.99 67591631 1.3218128e+08
0.046775 6.8824177e+09 2.0933429e-14 1.0593168e-14 991567.83 74505918 1.4723304e+08
0.046775 6.8509229e+09 2.3819872e-14 1.1982613e-14 1117989.1 82367658 1.6373616e+08
0.046775 6.819428e+09 2.7035124e-14 1.3567602e-14 1257257.6 91138655 1.8160504e+08
0.046775 6.7879332e+09 3.061838e-14 1.5364634e-14 1410773.6 1.0084858e+08 2.0096933e+08
0.046775 6.7564384e+09 3.4642672e-14 1.7405606e-14 1581419.3 1.1161897e+08 2.2215713e+08
0.046775 6.7249435e+09 3.9167915e-14 1.9716683e-14 1771363.7 1.2351988e+08 2.4537677e+08
0.046775 6.6934487e+09 4.4243212e-14 2.2324027e-14 1982195.7 1.3660984e+08 2.707423e+08
0.046775 6.6619538e+09 4.9930871e-14 2.5268118e-14 2216013.4 1.5102219e+08 2.9842625e+08
0.046775 6.630459e+09 5.6299854e-14 2.8596987e-14 2475109.7 1.6691602e+08 3.2861321e+08
0.046775 6.5989642e+09 6.3420138e-14 3.2358504e-14 2761714.1 1.8442809e+08 3.6146463e+08
0.046775 6.5674693e+09 7.1375963e-14 3.6603986e-14 3078563.3 2.0369409e+08 3.971934e+08
0.046775 6.5359745e+09 8.0271781e-14 4.1388237e-14 3429127.2 2.248477e+08 4.3608828e+08
0.046775 6.5044796e+09 9.023091e-14 4.6765219e-14 3817512.4 2.4799649e+08 4.7849556e+08
0.046775 6.4729848e+09 1.0140001e-13 5.2788246e-14 4248613.1 2.7322469e+08 5.248325e+08
0.046775 6.44149e+09 1.1394993e-13 5.9513419e-14 4728101 3.0061202e+08 5.7557978e+08
0.046775 6.4099951e+09 1.2806503e-13 6.7005468e-14 5261940.9 3.3026193e+08 6.3121723e+08
0.046775 6.3785003e+09 1.4392836e-13 7.534769e-14 5855763.5 3.6234529e+08 6.9214812e+08
0.046775 6.3470055e+09 1.6171205e-13 8.4650233e-14 6514485.6 3.9712963e+08 7.5865884e+08
0.046775 6.3155106e+09 1.8158228e-13 9.504877e-14 7242531.6 4.349593e+08 8.3095132e+08
0.046775 6.2840158e+09 2.0372275e-13 1.0669279e-13 8044778.2 4.7619102e+08 9.092549e+08
0.046775 6.2525209e+09 2.2836504e-13 1.1973085e-13 8927707 5.2112464e+08 9.9395144e+08
0.046775 6.2210261e+09 2.5580426e-13 1.3430411e-13 9899923.1 5.6997946e+08 1.0856196e+09
0.046775 6.1895313e+09 2.8638751e-13 1.5055596e-13 10971591 6.2294046e+08 1.1849572e+09
0.046775 6.1580364e+09 3.2048443e-13 1.6865211e-13 12153222 6.8024101e+08 1.2926412e+09
0.046775 6.1265416e+09 3.5846641e-13 1.8879579e-13 13454862 7.4221377e+08 1.4092407e+09
0.046775 6.0950467e+09 4.0071437e-13 2.112266e-13 14886376 8.0927028e+08 1.5352528e+09
0.046775 6.0635519e+09 4.4765039e-13 2.3620587e-13 16458611 8.8183221e+08 1.6712224e+09
0.046775 6.0320571e+09 4.9976508e-13 2.6400483e-13 18184308 9.6028216e+08 1.8178284e+09
0.046775 6.0005622e+09 5.5761819e-13 2.949085e-13 20078017 1.0449771e+09 1.9758612e+09
0.046775 5.9690674e+09 6.2181896e-13 3.2923159e-13 22155264 1.1363018e+09 2.1461306e+09
0.046775 5.9375725e+09 6.9301198e-13 3.6733148e-13 24431976 1.2347032e+09 2.3294058e+09
0.046775 5.9060777e+09 7.7188661e-13 4.0960805e-13 26924759 1.3406766e+09 2.5264404e+09
0.046775 5.8745829e+09 8.5920105e-13 4.5649579e-13 29651650 1.4547277e+09 2.7380397e+09
0.046775 5.843088e+09 9.5579795e-13 5.0846134e-13 32632546 1.5773565e+09 2.9650909e+09
0.046775 5.8115932e+09 1.0626025e-12 5.6601196e-13 35888992 1.7090762e+09 3.2085341e+09
0.046775 5.7800983e+09 1.1806163e-12 6.2970713e-13 39443843 1.8504379e+09 3.4693226e+09
0.046775 5.7486035e+09 1.3109205e-12 7.0016482e-13 43321258 2.0020358e+09 3.748417e+09
0.046775 5.7171087e+09 1.4546916e-12 7.7806167e-13 47547076 2.1644922e+09 4.0468111e+09
0.046775 5.6856138e+09 1.6132165e-12 8.641334e-13 52149165 2.3384461e+09 4.3655525e+09
0.046775 5.654119e+09 1.7878978e-12 9.5918138e-13 57157414 2.5245573e+09 4.7057319e+09
0.046775 5.6226241e+09 1.9802554e-12 1.0640817e-12 62603600 2.7235165e+09 5.0684626e+09
0.046775 5.5911293e+09 2.1919321e-12 1.1797922e-12 68521391 2.9360468e+09 5.4548719e+09
0.046775 5.5596345e+09 2.4247051e-12 1.307357e-12 74946508 3.1628978e+09 5.8661058e+09
0.046775 5.5281396e+09 2.6804979e-12 1.4479109e-12 81916893 3.4048393e+09 6.3033331e+09
0.046775 5.4966448e+09 2.9613887e-12 1.6026874e-12 89472744 3.6626629e+09 6.7677382e+09
0.046775 5.4651499e+09 3.2696179e-12 1.7730278e-12 97656503 3.9371843e+09 7.2605111e+09
0.046775 5.4336551e+09 3.6075973e-12 1.9603906e-12 1.065129e+08 4.2292439e+09 7.7828413e+09
0.046775 5.4021603e+09 3.9779209e-12 2.1663597e-12 1.16089e+08 4.5397053e+09 8.3359143e+09
0.046775 5.3706654e+09 4.3833778e-12 2.3926537e-12 1.2643436e+08 4.8694522e+09 8.9209104e+09
0.046775 5.3391706e+09 4.8269631e-12 2.6411362e-12 1.37601e+08 5.2193878e+09 9.5389977e+09
0.046775 5.3076758e+09 5.3118857e-12 2.9138286e-12 1.4964337e+08 5.5904362e+09 1.019132e+10
0.046775 5.2761809e+09 5.8415807e-12 3.2129207e-12 1.6261842e+08 5.9835397e+09 1.0878989e+10
0.046775 5.2446861e+09 6.4197193e-12 3.5407836e-12 1.765855e+08 6.3996563e+09 1.1603081e+10
0.046775 5.2131912e+09 7.050219e-12 3.8999825e-12 1.9160636e+08 6.8397577e+09 1.2364617e+10
0.046775 5.1816964e+09 7.7372532e-12 4.2932908e-12 2.0774508e+08 7.3048264e+09 1.3164562e+10
0.046775 5.1502016e+09 8.4852587e-12 4.7237052e-12 2.2506789e+08 7.7958539e+09 1.4003803e+10
0.046775 5.1187067e+09 9.2989443e-12 5.1944605e-12 2.4364311e+08 8.3138362e+09 1.4883143e+10
0.046775 5.0872119e+09 1.0183298e-11 5.7090467e-12 2.6354094e+08 8.8597711e+09 1.5803284e+10
0.046775 5.055717e+09 1.1143589e-11 6.2712258e-12 2.848332e+08 9.4346547e+09 1.6764811e+10
0.046775 5.0242222e+09 1.2185377e-11 6.8850494e-12 3.0759315e+08 1.0039476e+10 1.776818e+10
