#x  v  f0  f1x  f0*v^2  0.5*me*f1x*v^5 0.5*me*f0*v^5
0.046775 7.9238925e+09 4.048079e-21 2.6966128e-21 0.25417108 38.368184 57.597236
0.046775 7.8923892e+09 4.8664899e-20 2.8433715e-20 3.0313272 396.58459 678.76284
0.046775 7.8608858e+09 3.4385255e-19 1.9858266e-19 21.247861 2714.9293 4700.9915
0.046775 7.8293824e+09 1.7681173e-18 1.0184267e-18 108.38423 13646.683 23692.364
0.046775 7.7978791e+09 7.1027847e-18 4.0872069e-18 431.89845 53674.608 93276.213
0.046775 7.7663757e+09 2.3184177e-17 1.3331578e-17 1398.3905 171566.82 298361.95
0.046775 7.7348723e+09 6.3065197e-17 3.6238683e-17 3773.0803 456980.78 795271.24
0.046775 7.703369e+09 1.4554884e-16 8.3568156e-17 8637.1439 1032533.4 1798340.9
0.046775 7.6718656e+09 2.8901808e-16 1.6577964e-16 17010.888 2006762.1 3498563.1
0.046775 7.6403622e+09 4.9997432e-16 2.8643101e-16 29186.068 3396640.3 5928942.2
0.046775 7.6088589e+09 7.6342064e-16 4.3667404e-16 44198.034 5072415.1 8867910.8
0.046775 7.5773555e+09 1.0455553e-15 5.9686995e-16 60031.932 6790907.4 11895839
0.046775 7.5458521e+09 1.3119644e-15 7.471248e-16 74703.104 8325194.3 14619189
0.046775 7.5143487e+09 1.5496104e-15 8.7995248e-16 87499.43 9602310.3 16909822
0.046775 7.4828454e+09 1.7735946e-15 1.0040895e-15 99308.84 10729169 18951692
0.046775 7.451342e+09 2.0119171e-15 1.1356236e-15 111706.66 11881375 21049527
0.046775 7.4198386e+09 2.2837741e-15 1.2854526e-15 125730.91 13167040 23392962
0.046775 7.3883353e+09 2.5929722e-15 1.4555024e-15 141543.86 14595054 26001033
0.046775 7.3568319e+09 2.9374222e-15 1.6442324e-15 158982.03 16139019 28832368
0.046775 7.3253285e+09 3.3159635e-15 1.8505552e-15 177936.06 17778592 31857013
0.046775 7.2938252e+09 3.7239662e-15 2.0712517e-15 198114.57 19474639 35014042
0.046775 7.2623218e+09 4.1501674e-15 2.2990946e-15 218885.3 21154076 38185883
0.046775 7.2308184e+09 4.5857812e-15 2.5280132e-15 239766.36 22760217 41286721
0.046775 7.1993151e+09 5.0436177e-15 2.7638952e-15 261411.4 24346540 44428110
0.046775 7.1678117e+09 5.575246e-15 3.0340944e-15 286442.34 26146997 48045946
0.046775 7.1363083e+09 6.2615474e-15 3.3814707e-15 318881.18 28505814 52784873
0.046775 7.104805e+09 7.1617654e-15 3.8346136e-15 361513.41 31618568 59052824
0.046775 7.0733016e+09 8.261408e-15 4.3779559e-15 413331.42 35305474 66623083
0.046775 7.0417982e+09 9.4920323e-15 4.9642459e-15 470680.67 39149926 74857767
0.046775 7.0102949e+09 1.0823302e-14 5.569583e-15 531902.9 42950071 83464345
