#x  v  f0  f1x  f0*v^2  0.5*me*f1x*v^5 0.5*me*f0*v^5
0.046775 7.9170476e+09 7.6188676e-20 4.2984391e-20 4.775479 608.95731 1079.3604
0.046775 7.8855715e+09 8.3260627e-19 5.1421024e-19 51.773321 7141.1205 11562.861
0.046775 7.8540953e+09 5.2874027e-18 3.0151151e-18 326.16302 41043.511 71975.22
0.046775 7.8226192e+09 2.0198955e-17 1.151942e-17 1236.0421 153692.03 269494.32
0.046775 7.791143e+09 5.1356002e-17 2.9511127e-17 3117.4073 385879.27 671516.76
0.046775 7.7596668e+09 8.8024683e-17 5.0864191e-17 5300.18 651759.38 1127923.4
0.046775 7.7281907e+09 9.535125e-17 5.5169769e-17 5694.8469 692707.83 1197223.7
0.046775 7.6967145e+09 5.5993215e-17 3.2296671e-17 3317.0053 397323.67 688845.9
0.046775 7.6652384e+09 2.2377011e-17 1.2904017e-17 1314.7809 155529.59 269705.73
0.046775 7.6337622e+09 4.537387e-17 2.626285e-17 2644.1317 310095.01 535745.76
0.046775 7.6022861e+09 7.4748193e-17 4.2954196e-17 4320.0534 496805.52 864532.89
0.046775 7.5708099e+09 7.0329608e-17 3.9673435e-17 4031.0936 449439.56 796727.28
0.046775 7.5393338e+09 8.0159956e-17 4.2984513e-17 4556.4165 476910.23 889369.23
0.046775 7.5078576e+09 1.0729241e-16 5.162816e-17 6047.8508 560953.11 1165759.4
0.046775 7.4763815e+09 1.3093983e-16 4.9260652e-17 7319.0494 524103.66 1393120.9
0.046775 7.4449053e+09 1.7149117e-16 4.5374946e-17 9505.1752 472684.97 1786477
0.046775 7.4134292e+09 2.1968773e-16 4.1511304e-17 12073.803 423371.73 2240584.3
0.046775 7.381953e+09 2.5559938e-16 4.4593686e-17 13928.436 445235.23 2551972.2
0.046775 7.3504768e+09 2.7032714e-16 6.6298801e-17 14605.643 647952.27 2641964.6
0.046775 7.3190007e+09 2.6847011e-16 1.0096805e-16 14381.345 965834.44 2568116.1
0.046775 7.2875245e+09 2.8371889e-16 1.3169669e-16 15067.747 1232919.6 2656123
0.046775 7.2560484e+09 3.4050586e-16 1.463712e-16 17927.714 1340961.4 3119501.6
0.046775 7.2245722e+09 4.2317577e-16 1.5680713e-16 22087.424 1405679.4 3793510.2
0.046775 7.1930961e+09 4.9999424e-16 1.8498978e-16 25870.017 1622507.9 4385348.2
0.046775 7.1616199e+09 5.7225503e-16 2.3112121e-16 29350.274 1983151.6 4910274.1
0.046775 7.1301438e+09 6.6606448e-16 2.7605655e-16 33862.019 2317124 5590716.6
0.046775 7.0986676e+09 7.7697993e-16 3.1221469e-16 39152.859 2563287.5 6379017.4
0.046775 7.0671915e+09 8.7512121e-16 3.4717903e-16 43708.1 2787709.7 7026875.7
0.046775 7.0357153e+09 9.6196693e-16 3.8258926e-16 47618.604 3004234.6 7553725.7
0.046775 7.0042391e+09 1.0704719e-15 4.1984152e-16 52516.675 3223665.7 8219395.9
0.046775 6.972763e+09 1.220089e-15 4.7358956e-16 59320.024 3555383.2 9159585.1
0.046775 6.9412868e+09 1.4095985e-15 5.5180135e-16 67916.517 4049883.1 10345588
0.046775 6.9098107e+09 1.6287965e-15 6.4111084e-16 77767.679 4599637.9 11685771
0.046775 6.8783345e+09 1.8627526e-15 7.2868403e-16 88129.594 5109936.4 13062654
0.046775 6.8468584e+09 2.1143358e-15 8.1901531e-16 99118.94 5613174.2 14490737
0.046775 6.8153822e+09 2.4104074e-15 9.2412184e-16 111962.06 6189279.5 16143634
0.046775 6.7839061e+09 2.7652033e-15 1.0496806e-15 127258.48 6869356.7 18096141
0.046775 6.7524299e+09 3.1660157e-15 1.1924332e-15 144355.46 7624199.9 20242925
0.046775 6.7209538e+09 3.6027263e-15 1.3516193e-15 162739.54 8442454 22503268
0.046775 6.6894776e+09 4.0836953e-15 1.5379217e-15 182741.73 9383287.4 24915760
0.046775 6.6580015e+09 4.6213949e-15 1.7615458e-15 204861.74 10497192 27539261
0.046775 6.6265253e+09 5.223991e-15 2.0199049e-15 229389.82 11754929 30401254
0.046775 6.5950491e+09 5.9072127e-15 2.3059554e-15 256932.28 13103909 33568549
0.046775 6.563573e+09 6.6977661e-15 2.6194687e-15 288543.05 14533647 37161338
0.046775 6.5320968e+09 7.6132156e-15 2.966647e-15 324842.89 16068995 41237372
0.046775 6.5006207e+09 8.6515474e-15 3.3578958e-15 365597.69 17754201 45743322
0.046775 6.4691445e+09 9.8091925e-15 3.8065742e-15 410513.05 19643928 50620602
0.046775 6.4376684e+09 1.1098349e-14 4.321622e-15 459955.24 21764544 55893480
0.046775 6.4061922e+09 1.2544162e-14 4.9018193e-15 514803.62 24088896 61645484
0.046775 6.3747161e+09 1.4173147e-14 5.5439416e-15 575954.25 26581694 67956391
0.046775 6.3432399e+09 1.6004759e-14 6.2550748e-15 643978.55 29258225 74862546
0.046775 6.3117638e+09 1.8053998e-14 7.0524382e-15 719241.71 32177533 82373373
0.046775 6.2802876e+09 2.0346227e-14 7.9541021e-15 802496.13 35395545 90540173
0.046775 6.2488115e+09 2.292516e-14 8.9739898e-15 895173.51 38943273 99485379
0.046775 6.2173353e+09 2.5838931e-14 1.0124421e-14 998810.53 42840192 1.0933413e+08
0.046775 6.1858591e+09 2.9122601e-14 1.1419577e-14 1114372 47109656 1.2014067e+08
0.046775 6.154383e+09 3.2801688e-14 1.2874333e-14 1242410.8 51773452 1.3191026e+08
0.046775 6.1229068e+09 3.6909956e-14 1.4501986e-14 1383753.8 56842808 1.4467436e+08
0.046775 6.0914307e+09 4.1498581e-14 1.6318103e-14 1539826.8 62334141 1.5852201e+08
0.046775 6.0599545e+09 4.6630796e-14 1.8347252e-14 1712425 68293224 1.735719e+08
0.046775 6.0284784e+09 5.2373521e-14 2.0621979e-14 1903387.4 74787437 1.8993722e+08
0.046775 5.9970022e+09 5.8794207e-14 2.3174534e-14 2114476.9 81873213 2.077138e+08
0.046775 5.9655261e+09 6.5961286e-14 2.6033338e-14 2347397.3 89584604 2.2698263e+08
0.046775 5.9340499e+09 7.3947469e-14 2.9228563e-14 2603908.4 97954233 2.4782155e+08
0.046775 5.9025738e+09 8.2837427e-14 3.2798055e-14 2886087.2 1.0703233e+08 2.7032953e+08
0.046775 5.8710976e+09 9.2734191e-14 3.6786334e-14 3196527.8 1.1688069e+08 2.9464302e+08
0.046775 5.8396214e+09 1.0375613e-13 4.1239913e-14 3538206.5 1.2755603e+08 3.2092019e+08
0.046775 5.8081453e+09 1.1602886e-13 4.6205739e-14 3914181.6 1.391051e+08 3.4931173e+08
0.046775 5.7766691e+09 1.2968372e-13 5.1734416e-14 4327533.6 1.5157473e+08 3.7995547e+08
0.046775 5.745193e+09 1.4486339e-13 5.7885106e-14 4781541.1 1.6502499e+08 4.129919e+08
0.046775 5.7137168e+09 1.6172462e-13 6.4728072e-14 5279752.6 1.7953371e+08 4.4856924e+08
0.046775 5.6822407e+09 1.8043588e-13 7.2342921e-14 5825888.3 1.9518837e+08 4.8683389e+08
0.046775 5.6507645e+09 2.0117771e-13 8.0814764e-14 6423833.4 2.1207356e+08 5.2792919e+08
0.046775 5.6192884e+09 2.2414942e-13 9.0232611e-14 7077832.1 2.3026604e+08 5.7201049e+08
0.046775 5.5878122e+09 2.4957569e-13 1.0069148e-13 7792662.8 2.4983973e+08 6.1925721e+08
0.046775 5.5563361e+09 2.7770621e-13 1.1229575e-13 8573587.9 2.7087293e+08 6.6986594e+08
0.046775 5.5248599e+09 3.0881056e-13 1.2516172e-13 9426157.4 2.9345239e+08 7.2403285e+08
0.046775 5.4933838e+09 3.4317584e-13 1.3941953e-13 10356108 3.1767504e+08 7.8194495e+08
0.046775 5.4619076e+09 3.8111092e-13 1.5521453e-13 11369467 3.4364806e+08 8.4378716e+08
